query,timestamp,postUrl,description,commentCount,likeCount,pubDate,likedByViewer,isSidecar,type,profileUrl,username,fullName,imgUrl,postId,location,locationId,taggedFullName1,taggedUsername1,taggedFullName2,taggedUsername2,videoUrl,viewCount,taggedFullName3,taggedUsername3,taggedFullName4,taggedUsername4,taggedFullName5,taggedUsername5,taggedFullName6,taggedUsername6,taggedFullName7,taggedUsername7,taggedFullName8,taggedUsername8,taggedFullName9,taggedUsername9,taggedFullName10,taggedUsername10,taggedFullName11,taggedUsername11,taggedFullName12,taggedUsername12,taggedFullName13,taggedUsername13,taggedFullName14,taggedUsername14,taggedFullName15,taggedUsername15,taggedFullName16,taggedUsername16,taggedFullName17,taggedUsername17,taggedFullName18,taggedUsername18,taggedFullName19,taggedUsername19,taggedFullName20,taggedUsername20,taggedFullName21,taggedUsername21,taggedFullName22,taggedUsername22,taggedFullName23,taggedUsername23,taggedFullName24,taggedUsername24
https://www.instagram.com/funfam.co/,2022-03-13T14:05:07.052Z,https://www.instagram.com/p/Caj84WDPkCK/,💕,0,,2022-03-01T12:47:07.000Z,,,Photo,https://www.instagram.com/funfam.co/,funfam.co,funfam.co,https://scontent-bru2-1.cdninstagram.com/v/t51.2885-15/274933702_722476819119920_6373354354948185096_n.webp?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-bru2-1.cdninstagram.com&_nc_cat=108&_nc_ohc=ayuI6ObfHOQAX8o2WpB&tn=_-cmx2Zk1yVa89nj&edm=APU89FABAAAA&ccb=7-4&oh=00_AT-cM2mW8LFpVzJV3GYiYXUHmRLnE90lXnI1506mIhImAQ&oe=6234CF44&_nc_sid=86f79a,2.78E+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.instagram.com/funfam.co/,2022-03-13T14:05:07.052Z,https://www.instagram.com/p/CagoEhEPl-Z/,"Anyone with me? 🙋 And we all know they have our best interests at heart! 

Happy Monday! 

#monday #qotd #mumlife",0,,2022-02-28T05:47:33.000Z,,,Photo,https://www.instagram.com/funfam.co/,funfam.co,funfam.co,https://scontent-bru2-1.cdninstagram.com/v/t51.2885-15/274761412_280280274081796_7202349818854863857_n.webp?stp=dst-jpg_e35&_nc_ht=scontent-bru2-1.cdninstagram.com&_nc_cat=104&_nc_ohc=YqNdJNCXOMsAX_zNbZx&edm=APU89FABAAAA&ccb=7-4&oh=00_AT-3TES8qqzK5pzCxPd60LoO6v6R6X5L0lHP5KPjM5UsTA&oe=62341B83&_nc_sid=86f79a,2.78E+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.instagram.com/funfam.co/,2022-03-13T14:05:07.052Z,https://www.instagram.com/p/CaegOOavOYK/,"Floral border with G in glitter rose red. 🌹

#rose #floral #bodysuit",0,,2022-02-27T10:00:30.000Z,,,Photo,https://www.instagram.com/funfam.co/,funfam.co,funfam.co,https://scontent-bru2-1.cdninstagram.com/v/t51.2885-15/274759034_1023676478556062_4769299099226870296_n.webp?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-bru2-1.cdninstagram.com&_nc_cat=102&_nc_ohc=XQZshjffDAEAX-_21Kj&edm=APU89FABAAAA&ccb=7-4&oh=00_AT9wtF2wJARbtwPpNj5bUfYSGihevlwj5Os1FfVurSx0Jg&oe=6234D10E&_nc_sid=86f79a,2.78E+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.instagram.com/funfam.co/,2022-03-13T14:05:07.052Z,https://www.instagram.com/p/Cab5gulvq0U/,"Simplicity at its best. 

#baby #romper #onesie #bodysuit",0,,2022-02-26T09:43:45.000Z,,,Photo,https://www.instagram.com/funfam.co/,funfam.co,funfam.co,https://scontent-bru2-1.cdninstagram.com/v/t51.2885-15/274688650_340739621303403_5379214969330147620_n.webp?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-bru2-1.cdninstagram.com&_nc_cat=103&_nc_ohc=yNJtJB7c-PQAX9e1TBu&tn=_-cmx2Zk1yVa89nj&edm=APU89FABAAAA&ccb=7-4&oh=00_AT-CEWyQyNKkEMv8RYs3bGQrg1ZRBj5_P4q0wwLZE9wQZg&oe=62356822&_nc_sid=86f79a,2.78E+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.instagram.com/funfam.co/,2022-03-13T14:05:07.052Z,https://www.instagram.com/p/CaZWm8ys0Og/,"For Baby G! 

#onesie #bodysuit #romper #personalizedgifts",0,11,2022-02-25T10:00:36.000Z,,,Video,https://www.instagram.com/funfam.co/,funfam.co,funfam.co,https://scontent-bru2-1.cdninstagram.com/v/t51.2885-15/274648838_1008875383372007_3377550723930463306_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-bru2-1.cdninstagram.com&_nc_cat=111&_nc_ohc=BAdnKaQ14_gAX-B-Zkh&edm=APU89FABAAAA&ccb=7-4&oh=00_AT_LCqVq4-oJh5ioYXSlbPt-yphYlJfs8LhlIguBe7QcCg&oe=62305FF4&_nc_sid=86f79a,2.78E+18,,,,,,,https://scontent-bru2-1.cdninstagram.com/v/t50.16885-16/274636086_354297199955621_2442208537549710937_n.mp4?_nc_ht=scontent-bru2-1.cdninstagram.com&_nc_cat=105&_nc_ohc=o-ZIRRNWWLMAX_j17hY&tn=_-cmx2Zk1yVa89nj&edm=APU89FABAAAA&ccb=7-4&oe=62301B3A&oh=00_AT8bbsqROI1IbPM5XLQ_FyxXpe92GSBdb5H2d4yK1xBZtQ&_nc_sid=86f79a,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.instagram.com/adeong2/,2022-03-13T14:05:16.668Z,https://www.instagram.com/p/Cagk4YwPkPV/,"3rd booster jab today
Hope got no side effect for one or two week💉
AND No alcohol as well
Can't wait to get back to exercise routine soon
Update :got headache take panadol and go and sleep 😴😴😴😴😴
Update 1 March 2022 left arm is pain due to the booster jab
Fall asleep before lunch
2 March 2022 arm is not pain due to the booster jab
March 3 feeling better today
Another few more days to get back to exercise routine soon
March 4 dun feel tired anymore another 3 more days to get back to workout
March 5 no fever and the  temp is 35 degrees",0,36,2022-02-28T05:19:41.000Z,,,Photo,https://www.instagram.com/adeong2/,adeong2,Adelene Ong,https://scontent-bru2-1.cdninstagram.com/v/t51.2885-15/274914570_3161922670753972_1860318257355374271_n.webp?stp=dst-jpg_e35&_nc_ht=scontent-bru2-1.cdninstagram.com&_nc_cat=104&_nc_ohc=IDtMDXO9ZJgAX9CNrpy&edm=APU89FABAAAA&ccb=7-4&oh=00_AT-HN20LhKlg9ULuiCSPtQfH2o5hY5wfOagrlG8EY_XKMg&oe=6234FC3F&_nc_sid=86f79a,2.78E+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.instagram.com/adeong2/,2022-03-13T14:05:16.668Z,https://www.instagram.com/p/Caei_8GvcAF/,Weekend shot,0,22,2022-02-27T10:24:46.000Z,,TRUE,,https://www.instagram.com/adeong2/,adeong2,Adelene Ong,https://scontent-bru2-1.cdninstagram.com/v/t51.2885-15/274772481_714913869674383_912888735354980524_n.webp?stp=dst-jpg_e35&_nc_ht=scontent-bru2-1.cdninstagram.com&_nc_cat=107&_nc_ohc=rD3Q14cu-a8AX8bMvri&edm=APU89FABAAAA&ccb=7-4&oh=00_AT_yvDMzdgSSIXa7Jk0_n0hA1DjqTotS8RufM-3yTqdf2g&oe=6234AAF5&_nc_sid=86f79a,2.78E+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.instagram.com/adeong2/,2022-03-13T14:05:16.668Z,https://www.instagram.com/p/Cabzcsjv9LT/,Pictures no 2 and 3 and 4 went to explore another part of the park (Mangrove park )and the last picture is at ActiveSG,0,21,2022-02-26T08:50:46.000Z,,TRUE,,https://www.instagram.com/adeong2/,adeong2,Adelene Ong,https://scontent-bru2-1.cdninstagram.com/v/t51.2885-15/274795734_281128507476927_8977235807674369095_n.webp?stp=dst-jpg_e35&_nc_ht=scontent-bru2-1.cdninstagram.com&_nc_cat=103&_nc_ohc=XkDRt-oa_AsAX_1fUUb&tn=_-cmx2Zk1yVa89nj&edm=APU89FABAAAA&ccb=7-4&oh=00_AT8hkFHerGPYfWdYv68QTGuTk_mxVo-xTzo3AzTt0dGo8A&oe=6230304B&_nc_sid=86f79a,2.78E+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.instagram.com/adeong2/,2022-03-13T14:05:16.668Z,https://www.instagram.com/p/Caa3tjCvf6e/,Woke up this morning and the clouds,0,27,2022-02-26T00:08:47.000Z,,TRUE,,https://www.instagram.com/adeong2/,adeong2,Adelene Ong,https://scontent-bru2-1.cdninstagram.com/v/t51.2885-15/274661040_148867740881390_6346371722992307818_n.webp?stp=dst-jpg_e35&_nc_ht=scontent-bru2-1.cdninstagram.com&_nc_cat=102&_nc_ohc=6cNDhyXgrZkAX9RN0o9&edm=APU89FABAAAA&ccb=7-4&oh=00_AT-UQuKs6RpHOAl8iBacRoVt1_pF-t1AQn_qEdK8e06hfg&oe=62346199&_nc_sid=86f79a,2.78E+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.instagram.com/adeong2/,2022-03-13T14:05:16.668Z,https://www.instagram.com/p/CaZosHKA_TE/,Sudden rain after dinner,0,14,2022-02-25T12:38:51.000Z,,,Video,https://www.instagram.com/adeong2/,adeong2,Adelene Ong,https://scontent-bru2-1.cdninstagram.com/v/t51.2885-15/274655183_153507353713010_1974363885483195675_n.webp?stp=dst-jpg_e35&_nc_ht=scontent-bru2-1.cdninstagram.com&_nc_cat=102&_nc_ohc=awOF6YSdEEgAX8ubO-q&edm=APU89FABAAAA&ccb=7-4&oh=00_AT-u8JGK57Ybsvig1Rcfvqv4ak7rUq8jc2Yu6OpWXliHtQ&oe=62301756&_nc_sid=86f79a,2.78E+18,,,,,,,https://scontent-bru2-1.cdninstagram.com/v/t50.16885-16/274791725_1041823489738346_3065203157688805997_n.mp4?_nc_ht=scontent-bru2-1.cdninstagram.com&_nc_cat=102&_nc_ohc=SgwWHljbm4oAX8qKYBR&edm=APU89FABAAAA&ccb=7-4&oe=623092E3&oh=00_AT8QgevNVOgSUyrFgsmdQCxrtqqtNxmpbJeMU7Hu0GijxQ&_nc_sid=86f79a,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.instagram.com/eatfullfulll/,2022-03-13T14:05:27.852Z,https://www.instagram.com/p/CZwMtGuPzXq/,"📍Kazo

// 𝒕𝒂𝒓𝒐 𝒐𝒓𝒉 𝒏𝒆𝒆 𝒕𝒂𝒓𝒕 // 𝟹.𝟼𝟶

Taro lovers rejoice! ✨

This orh nee tart comes with a h u g e dollop of the taro cream paste, that is so delightful paired with the buttery and flaky cookie crust! 😋 It’s also topped with a ginko nut to complete the orh nee dessert experience. I like how the sweetness is just right even though there’s A LOT of filling. But gotta say that it would even be better if the taro taste is more prominent - it’s more coconutty now. 

Verdict: 3/5 
Sweetness: 4/5

Address: 200 Victoria Street, B1-K04, Bugis Junction, Singapore 188021
🕒 Mon to Sun, 10am to 9.30pm (10pm on Fri and Sat) 
Nearest🚇: Bugis 

#foodreview #food #sgfood #sgfoodies #sgfooddiary #eatfullfull #sgfoodblogger #sgfoodtrend #whattoeat #trendingfood #goodfood #comfortfood #taro #orhnee #tarotart #orhneetart #tarolover #orhneelover #tarodessert #kazo #kazobakery #kazotaiwanesebakery #bugisfood #bugiseats #bakery #sgbakery #bakerysg",12,113,2022-02-09T10:24:53.000Z,,TRUE,,https://www.instagram.com/eatfullfulll/,eatfullfulll,eatfullfulll，粗飽飽,https://scontent-bru2-1.cdninstagram.com/v/t51.2885-15/273670264_489771235886717_8357501081737218096_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-bru2-1.cdninstagram.com&_nc_cat=105&_nc_ohc=ECYsVo4RskgAX9ByaKS&tn=_-cmx2Zk1yVa89nj&edm=APU89FABAAAA&ccb=7-4&oh=00_AT--Aghr2Bnxq6v-bWlxA_y7-Jt67_10ijBhbl5Bb1_Uhg&oe=6234C7B0&_nc_sid=86f79a,2.77E+18,,,KAZO® (卡滋屋),kazosingapore,The Kazo Cafe,thekazocafe_sg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
